0.000000 1.600000 4.032000
0.200000 2.406400 5.481972
0.400000 3.502794 6.827513
0.600000 4.868297 7.494796
0.800000 6.367256 6.939183
1.000000 7.755093 5.222839
1.200000 8.799661 3.168774
1.400000 9.433415 1.603448
1.600000 9.754105 0.719546
1.800000 9.898014 0.302837
2.000000 9.958582 0.123741
2.200000 9.983330 0.049928
2.400000 9.993315 0.020041
2.600000 9.997323 0.008028
2.800000 9.998929 0.003213
3.000000 9.999572 0.001285
3.200000 9.999829 0.000514
3.400000 9.999931 0.000206
3.600000 9.999973 0.000082
3.800000 9.999989 0.000033
4.000000 9.999996 0.000013
4.200000 9.999998 0.000005
4.400000 9.999999 0.000002
4.600000 10.000000 0.000001
4.800000 10.000000 0.000000
5.000000 10.000000 0.000000
5.200000 10.000000 0.000000
5.400000 10.000000 0.000000
5.600000 10.000000 0.000000
5.800000 10.000000 0.000000
6.000000 10.000000 0.000000
6.200000 10.000000 0.000000
6.400000 10.000000 0.000000
6.600000 10.000000 0.000000
6.800000 10.000000 0.000000
7.000000 10.000000 0.000000
7.200000 10.000000 0.000000
7.400000 10.000000 0.000000
7.600000 10.000000 0.000000
7.800000 10.000000 0.000000
8.000000 10.000000 0.000000
8.200000 10.000000 0.000000
8.400000 10.000000 0.000000
8.600000 10.000000 0.000000
8.800000 10.000000 0.000000
9.000000 10.000000 0.000000
9.200000 10.000000 0.000000
9.400000 10.000000 0.000000
9.600000 10.000000 0.000000
9.800000 10.000000 0.000000
10.000000 10.000000 0.000000
