0.000000 1.100000 0.489500
0.200000 1.197900 0.527202
0.400000 1.303340 0.566735
0.600000 1.416687 0.607994
0.800000 1.538286 0.650827
1.000000 1.668452 0.695039
1.200000 1.807459 0.740384
1.400000 1.955536 0.786562
1.600000 2.112849 0.833218
1.800000 2.279492 0.879942
2.000000 2.455481 0.926271
2.200000 2.640735 0.971693
2.400000 2.835073 1.015655
2.600000 3.038204 1.057568
2.800000 3.249718 1.096826
3.000000 3.469083 1.132815
3.200000 3.695646 1.164933
3.400000 3.928633 1.192609
3.600000 4.167154 1.215318
3.800000 4.410218 1.232608
4.000000 4.656740 1.244109
4.200000 4.905561 1.249554
4.400000 5.155472 1.248791
4.600000 5.405230 1.241789
4.800000 5.653588 1.228641
5.000000 5.899316 1.209561
5.200000 6.141229 1.184880
5.400000 6.378205 1.155028
5.600000 6.609210 1.120522
5.800000 6.833315 1.081948
6.000000 7.049704 1.039936
6.200000 7.257691 0.995141
6.400000 7.456720 0.948226
6.600000 7.646365 0.899838
6.800000 7.826333 0.850592
7.000000 7.996451 0.801064
7.200000 8.156664 0.751774
7.400000 8.307019 0.703181
7.600000 8.447655 0.655684
7.800000 8.578792 0.609613
8.000000 8.700714 0.565236
8.200000 8.813761 0.522761
8.400000 8.918313 0.482341
8.600000 9.014782 0.444076
8.800000 9.103597 0.408025
9.000000 9.185202 0.374204
9.200000 9.260043 0.342602
9.400000 9.328563 0.313177
9.600000 9.391198 0.285869
9.800000 9.448372 0.260599
10.000000 9.500492 0.237279
